GO:0043025	neuronal cell body	11350;11418;11423;11438;11441;11482;11486;11538;11539;11540;11595;11596;11604;11658;11727;11745;11747;11785;11789;11815;11816;11846;11898;11941;11977;12064;12140;12166;12168;12209;12217;12268;12286;12287;12288;12289;12291;12307;12310;12311;12322;12330;12345;12361;12363;12374;12424;12450;12495;12568;12569;12631;12638;12647;12672;12704;12709;12768;12773;12790;12795;12802;12803;12808;12874;12876;12877;12889;12890;12909;12913;12918;12921;12922;12933;12934;13010;13057;13058;13074;13075;13131;13162;13166;13193;13195;13424;13427;13433;13483;13488;13491;13492;13542;13628;13712;13803;13807;13839;13841;13844;13983;14102;14228;14265;14359;14365;14395;14419;14567;14585;14600;14607;14654;14683;14685;14694;14733;14745;14772;14799;14800;14802;14805;14806;14809;14810;14812;14816;14823;14886;15161;15165;15166;15168;15186;15194;15451;15463;15481;15519;15529;15550;15558;15559;15561;15566;15572;15874;16000;16001;16195;16202;16322;16337;16438;16440;16443;16485;16497;16500;16502;16504;16506;16508;16510;16514;16515;16518;16520;16526;16531;16534;16542;16549;16560;16568;16570;16572;16593;16728;16783;16785;16800;16971;16974;16975;17172;17196;17274;17295;17480;17716;17754;17755;17756;17762;17773;17909;17918;17919;17920;17940;17951;17952;17955;17967;17969;17978;18007;18014;18104;18133;18155;18186;18189;18211;18212;18216;18378;18387;18438;18439;18440;18472;18484;18545;18549;18573;18574;18575;18591;18605;18610;18619;18742;18750;18948;19017;19045;19049;19060;19063;19070;19088;19132;19164;19165;19218;19219;19229;19259;19268;19272;19275;19283;19290;19293;19324;19329;19401;19417;19699;19713;19744;19876;20133;20199;20203;20257;20265;20269;20273;20296;20317;20336;20370;20423;20430;20439;20512;20529;20589;20604;20614;20617;20618;20655;20660;20661;20662;20713;20720;20743;20845;20853;20983;21333;21367;21648;21803;21808;21809;21823;21844;21858;21938;21939;22067;22084;22152;22153;22166;22187;22223;22226;22241;22283;22353;22360;22608;22687;23802;23859;23879;23924;23980;23984;23991;24127;26462;26556;26557;26562;26564;26875;27364;27373;28015;28240;29813;29816;29819;29858;50493;50790;50873;51789;52822;52897;53310;53324;53328;53379;53420;53611;53612;53623;53896;54126;54128;54138;54393;54525;54652;55963;55980;56013;56177;56195;56320;56351;56418;56508;56513;56543;56551;56622;56637;56698;56710;56717;56724;56747;56749;56843;57014;57138;57765;58800;59021;60365;60597;63993;64011;64051;64602;65079;65114;65254;66259;66441;66725;66797;66824;66860;67207;67405;67443;67760;67826;67865;68350;68585;68667;68801;69367;69601;69719;70357;70827;71648;71729;71877;71994;72324;72333;73046;73340;73750;74002;74011;74018;74053;74187;74370;74772;75406;75705;75788;76089;76454;76484;77579;77767;78925;80297;80334;80743;80893;80913;83674;84036;84095;93688;93692;93721;93742;94186;94220;94224;94229;94245;98741;99412;99738;100986;101490;101706;104069;108058;108073;108100;108155;109624;109900;110351;110380;110834;110835;110862;110891;110893;114774;114886;117606;118454;140492;140493;140765;170483;170625;170732;170758;192170;192176;193034;195046;210274;211480;214084;215378;216227;217124;217166;217692;223593;223864;225266;225870;225896;227325;227801;228139;228357;228777;228785;228836;231003;231602;231876;232975;233489;233552;233878;233908;234214;234267;234595;235086;235180;238055;238276;238988;240058;240843;241514;241727;242443;242667;242939;243725;245537;245684;260298;268345;268566;268977;268980;269473;270058;271457;271639;276770;280287;286940;319757;320127;320360;320840;329278;330938;330953;338367;380785;381375;381677;382056;385354;432516;433759;504193;545156;625018;654462;100040531;100040563;100310872;
GO:0043065	positive regulation of apoptotic process	11350;11421;11535;11554;11555;11596;11651;11668;11684;11747;11785;11787;11789;11852;11911;11920;12015;12018;12021;12028;12042;12044;12045;12046;12047;12048;12049;12053;12122;12123;12125;12156;12159;12162;12176;12177;12257;12261;12274;12362;12364;12366;12367;12368;12370;12371;12387;12424;12477;12567;12578;12759;12801;12905;12912;13078;13144;13163;13197;13198;13205;13244;13347;13555;13605;13628;13680;13804;13841;13869;13872;13983;14082;14102;14103;14283;14419;14465;14595;14694;14745;14756;14810;14811;14938;14945;15194;15251;15368;15370;15375;15402;15446;15468;15502;15510;15903;15930;15958;15978;16004;16007;16009;16173;16176;16193;16331;16403;16412;16452;16476;16531;16798;16952;16974;16992;17279;17283;17390;17395;17702;17831;17873;17977;18011;18012;18015;18053;18127;18128;18129;18201;18213;18216;18439;18566;18567;18596;18753;18783;18952;18996;19016;19052;19090;19106;19164;19165;19211;19225;19242;19252;19268;19378;19411;19712;19766;19826;20090;20104;20112;20181;20203;20259;20280;20319;20377;20378;20379;20437;20544;20563;20597;20598;20677;20779;20874;21416;21664;21749;21766;21803;21807;21808;21809;21812;21817;21898;21926;21941;21973;22035;22038;22059;22062;22249;22253;22401;22410;22411;22431;23830;23882;24105;24108;26398;26399;26403;26408;26419;26420;26919;26926;26927;27007;27056;27279;27280;28019;29816;30051;30948;50490;50523;50722;50873;51800;52521;53320;53333;53975;54126;54651;56215;56274;56312;56330;56338;56349;56353;56428;56458;56462;56484;56637;56749;56772;56847;57748;58231;58800;58801;60599;64010;64113;64704;65106;65964;66143;66262;66473;66593;66642;66824;66854;66930;67205;67500;67590;67603;67609;67738;68428;69307;69601;69714;69982;70186;71361;71777;71877;71954;72171;72462;72565;72567;73181;73246;74006;74244;74400;74682;75459;76500;76686;76854;77771;78334;78806;83383;83486;83945;93672;93759;105722;105782;106869;107765;108900;109032;110854;112405;114774;170770;171543;192656;193034;194655;215653;218772;219158;223696;224045;226641;227541;229595;233805;235320;242202;252870;268470;268973;269275;269881;271639;276770;338352;338372;450219;
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	11350;11352;11450;12362;12370;12387;12491;12504;12675;13607;13608;14063;14360;16149;16151;16175;16176;16179;16475;17000;17002;17874;18226;18715;18751;18754;18760;19697;19766;20196;20198;20203;21817;21898;21899;21926;21943;22030;22033;22034;22196;23947;24047;24105;24108;26409;26563;29820;50873;52829;53859;54131;54638;56620;57321;64297;65113;66589;66597;66940;67154;67245;67313;67525;68075;68943;69807;71609;75547;76273;76547;76589;78781;81702;81897;93679;93765;103694;106025;106759;107607;107869;108723;117149;142980;192656;214158;217069;231130;240354;245527;257632;266632;268749;407819;
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	11350;11450;11848;12370;13982;14870;17082;18626;19042;19043;19766;19883;20186;20846;21353;21885;21929;22224;26390;54638;57783;66505;66824;66878;66949;69601;71648;74734;83945;93759;101613;170711;192195;195046;229603;230738;243910;268857;270151;378425;380924;414084;433759;637515;
GO:0043234	protein complex	11350;11434;11450;11459;11461;11470;11481;11495;11497;11545;11622;11625;11641;11651;11652;11657;11674;11682;11704;11749;11757;11771;11783;11785;11789;11796;11797;11798;11827;11829;11835;11840;11911;11928;11938;11972;12005;12006;12034;12042;12043;12051;12116;12156;12189;12190;12266;12286;12287;12288;12306;12317;12330;12335;12361;12362;12363;12370;12371;12387;12389;12390;12391;12393;12394;12400;12478;12481;12488;12491;12505;12506;12512;12515;12539;12558;12567;12575;12576;12578;12591;12606;12613;12638;12649;12695;12721;12759;12767;12833;12834;12889;12914;12928;12934;13052;13164;13191;13194;13200;13211;13405;13429;13430;13433;13527;13646;13648;13649;13684;13685;13821;13982;14048;14064;14080;14082;14156;14228;14232;14255;14375;14389;14461;14528;14561;14567;14609;14645;14672;14677;14681;14682;14693;14697;14719;14725;14783;14784;14799;14800;14815;14828;14862;14863;14870;15077;15078;15081;15111;15170;15182;15184;15185;15194;15251;15260;15275;15381;15396;15469;15481;15482;15499;15505;15510;15511;15516;15519;15902;16177;16180;16202;16211;16319;16328;16370;16396;16438;16478;16531;16536;16560;16588;16594;16612;16613;16615;16616;16617;16618;16619;16622;16623;16624;16706;16800;16825;16869;16909;16952;17002;17125;17126;17127;17128;17129;17130;17131;17165;17192;17196;17246;17257;17260;17283;17313;17342;17354;17392;17395;17684;17711;17756;17869;17874;17882;17886;17919;17920;17977;17978;17979;17996;18005;18015;18016;18023;18033;18035;18048;18050;18121;18125;18148;18158;18159;18162;18189;18190;18191;18211;18226;18261;18294;18399;18424;18436;18479;18489;18504;18519;18536;18546;18595;18602;18631;18632;18693;18708;18747;18750;18759;18762;18797;18821;18970;18975;19016;19056;19060;19079;19082;19084;19087;19090;19128;19139;19164;19165;19225;19242;19247;19285;19293;19298;19301;19305;19339;19358;19361;19362;19365;19366;19384;19646;19647;19662;19664;19687;19692;19697;19698;19712;19736;19766;19894;20115;20181;20190;20191;20219;20238;20259;20280;20336;20466;20469;20481;20482;20648;20649;20650;20655;20682;20740;20741;20742;20787;20826;20846;20866;20867;20869;20897;20907;20910;20911;20917;20963;20969;20970;20977;21343;21349;21353;21374;21405;21422;21423;21427;21432;21753;21812;21819;21872;21937;21973;22003;22027;22030;22034;22059;22061;22063;22066;22084;22139;22154;22224;22288;22290;22330;22333;22350;22375;22596;22630;22631;22642;22702;22778;22781;23802;23957;23968;23994;24012;26408;26413;26417;26459;27221;27275;27367;27374;29875;50702;50754;50772;50779;50782;50783;50791;50868;50873;50927;52064;52276;53623;53817;53869;54126;54189;54195;54401;54631;54673;55991;56085;56086;56208;56217;56273;56274;56295;56351;56404;56440;56451;56505;56508;56513;56535;56550;56637;56697;56744;56792;57330;57342;58184;58220;58231;59035;59126;60507;60595;60596;60597;64930;65019;65254;65962;65969;66176;66403;66435;66437;66449;66494;66513;66530;66589;66696;66704;66824;66929;66935;66965;66991;67006;67025;67099;67143;67198;67268;67300;67425;67490;67526;67605;67655;67674;67693;67713;67763;67768;67772;67804;67839;67938;67955;67968;68080;68468;68553;68558;68585;68606;69076;69089;69129;69150;69386;69719;69754;69802;69922;69962;70097;70238;70356;70427;70511;70767;70790;71148;71183;71602;71609;71722;71729;71833;71844;71991;72149;72475;72823;73582;74006;74018;74201;74319;74499;74781;75396;75751;75786;76014;76089;76123;76251;76438;76938;77480;78610;79264;80280;80285;81601;83436;83669;83701;83767;83925;83962;84095;93737;93742;93765;93834;93835;93836;94186;94220;94221;94275;94284;97114;97122;97165;97387;97908;98053;98396;98732;98845;99167;99377;99412;99982;100088;101565;101612;101706;103573;104015;104110;105787;106039;106248;106347;106407;107435;107746;107747;107932;107986;107995;108058;108073;108079;108897;109042;109242;109305;109333;110279;110379;110606;110639;110749;110829;110954;114606;114652;114654;116838;140474;140475;170484;170788;170791;192176;192656;193740;195046;207965;208194;208266;208727;209200;209351;209550;210044;210376;211652;212032;212123;212627;215653;216080;216274;216527;217692;218210;218613;218699;219181;224024;224273;224912;225659;225743;226089;226144;226407;226744;227157;227231;227331;227683;227753;228980;230597;230738;230899;232370;233071;233752;233900;233977;235072;235320;235323;235623;238161;238276;238406;238988;239706;240354;241324;242100;242406;242687;242851;244373;244608;257632;264064;266614;266781;268591;268977;268980;269113;269523;269587;271457;280408;319149;319150;319151;319152;319153;319154;319155;319156;319157;319158;319159;319160;319161;319924;320011;320127;320204;320332;320415;320472;320795;326619;326620;328059;328572;330938;330962;333605;353310;360198;378460;380705;380713;381269;381290;382018;384783;384997;387524;394435;432442;433294;433759;435391;545136;546486;620235;625249;640524;641376;665596;665622;666060;100041230;100043597;100503670;
GO:0043542	endothelial cell migration	11350;11848;12554;13078;13482;14083;14089;16410;16414;18127;18186;18613;19108;19211;19245;19303;21812;22339;23892;55982;67784;67903;78560;94352;243362;269608;
GO:0045087	innate immune response	11350;11352;11490;11537;11846;11847;12142;12143;12169;12229;12258;12259;12260;12261;12262;12263;12266;12269;12279;12363;12475;12479;12484;12523;12628;12630;12675;12796;12902;12909;12944;12946;12977;12978;12988;13057;13058;13136;13137;13205;13211;13214;14063;14082;14083;14127;14129;14133;14134;14158;14159;14161;14191;14302;14360;14375;14462;14784;14962;15064;15139;15162;15354;15944;15957;15958;15959;15964;15965;15967;15968;15969;15970;15972;15974;15977;16016;16017;16019;16033;16061;16069;16071;16136;16150;16179;16180;16362;16365;16396;16428;16451;16452;16453;16666;16800;16803;16818;16819;16854;16952;17079;17084;17085;17087;17096;17167;17174;17175;17179;17184;17194;17195;17319;17444;17474;17857;17858;17874;17948;17951;17952;18033;18034;18106;18521;18602;18636;18706;18707;18760;18843;18854;18938;19090;19106;19200;19229;19288;19696;19697;19698;19720;19824;19882;20128;20186;20201;20202;20219;20390;20400;20459;20491;20568;20779;20811;20821;20963;21682;21849;21897;21898;21899;21946;22031;22164;22165;22361;22596;22612;22637;22670;23845;23947;23962;23968;24088;26362;26408;26412;26888;26904;26939;26940;26943;27007;27056;27218;27361;30925;30955;50908;50909;50928;51789;53610;53791;54123;54131;54396;54445;54448;54450;54473;54483;54633;54721;56045;56275;56399;56417;56480;56501;56619;56620;57444;58185;58203;59025;60440;66141;66289;66597;66645;66755;66824;66854;66873;66878;66949;67005;67065;67138;67313;67486;67525;67857;68002;68038;68279;68713;68891;69097;69146;69379;69550;69601;69677;69769;69807;70312;70408;70428;71514;71520;71538;71586;71648;71660;71956;72029;72512;73174;73670;74136;74256;74414;74735;74769;75345;75400;76527;76681;76854;76858;77673;77674;77772;77799;78416;78781;78903;78929;80285;80287;80861;80876;81702;81897;83430;83433;83564;83813;93679;94091;97165;97895;99571;100340;100689;101613;106759;107515;107527;107607;107831;108857;109032;110135;110382;110785;110786;110787;117149;142980;170743;170744;171285;192231;192656;195046;195176;195180;209200;209590;210045;211331;213570;214763;214855;215257;216799;217069;218442;218832;224109;224762;224840;225471;228607;228801;230073;230396;230398;230405;230558;231655;232371;232827;233001;233726;235047;235626;235779;237868;238412;238418;238427;238447;238448;239081;240354;242100;242517;242519;243659;243874;243880;243958;244202;245126;245860;246082;246083;246084;246700;246727;246728;246779;257632;266620;266632;268564;268973;269855;270151;279572;317677;319146;319579;330490;330496;332579;338374;360211;378425;378700;380792;380793;380794;380795;380797;380808;380809;380823;380824;382692;382695;382696;383619;384059;384309;384997;387510;403172;404549;404711;404736;432701;432702;432708;432709;432940;433490;433693;434341;434609;435321;435328;435791;442835;446099;544896;545378;545475;545645;545646;545647;545648;545649;545650;545651;545652;545653;545654;545655;547253;619833;619916;619994;620140;622728;628098;628398;628614;629114;629812;629818;629822;629826;629833;629842;629845;629849;629859;629860;629865;629866;629871;629884;629893;629897;629906;629908;629915;629919;629925;629930;630486;632654;633457;633568;636260;636462;637515;638605;639510;640046;640506;641178;654457;654458;654459;654460;667277;668208;668389;668395;668421;668438;668469;668474;668478;668497;668517;668544;668549;668577;668589;668591;668597;674018;777685;777686;777688;777780;780792;780793;780794;780799;780800;780801;780802;780803;780804;780818;780825;780828;780829;780831;780864;780883;780884;780885;780891;780929;780931;780932;780938;780939;780956;780960;791089;791090;100114901;100123473;100125262;100125263;100503878;100504232;100579149;100775172;100775173;100775174;100775175;
GO:0045184	establishment of protein localization	11350;11643;11735;13385;14800;16211;16398;17246;18125;18189;18817;19684;22084;22283;22290;22378;22778;23790;56724;66573;67064;68953;69726;71955;73750;74107;76108;101476;102423;108672;108911;110789;110829;114249;192167;192176;193385;208177;216560;229841;234695;241226;268566;328949;381293;100503041;
GO:0045580	regulation of T cell differentiation	11350;11486;15001;16168;19373;30936;56335;57765;66494;108723;109880;232174;278672;
GO:0045930	negative regulation of mitotic cell cycle	11350;12043;12226;12227;12228;12576;13383;13649;14451;15378;17127;17300;18095;18854;19645;21803;21858;21926;22059;26941;52477;56057;56092;56150;56710;66854;104418;105782;194735;215378;217011;240843;380629;436199;545622;
GO:0045931	positive regulation of mitotic cell cycle	11350;11799;11820;12190;12531;12534;13684;13685;14165;15289;15375;15499;17246;17536;18095;18472;18750;19247;20698;20850;20851;21349;21749;27053;53376;67117;67811;69737;69952;71950;72349;72508;109333;216825;230126;268697;
GO:0046632	alpha-beta T cell differentiation	11350;11352;12144;16842;16952;19885;19934;21414;58208;109880;
